ensembleDescription,k,dataset,errorRate
Perceptron-Linear Discriminant-Quadratic Discriminant-BernoulliNB-MultinomialNB,5,Digits,0.0795747982619491
Perceptron-Linear Discriminant-Quadratic Discriminant-BernoulliNB-Nearest Neighbors,5,Digits,0.04953755431409062
Perceptron-Linear Discriminant-Quadratic Discriminant-BernoulliNB-Extra Trees,5,Digits,0.05453755431409063
Perceptron-Linear Discriminant-Quadratic Discriminant-BernoulliNB-Random Forest (10 estimators),5,Digits,0.061219739292364996
Perceptron-Linear Discriminant-Quadratic Discriminant-BernoulliNB-Gradient Boosting,5,Digits,0.06067349472377405
Perceptron-Linear Discriminant-Quadratic Discriminant-MultinomialNB-Nearest Neighbors,5,Digits,0.04898199875853507
Perceptron-Linear Discriminant-Quadratic Discriminant-MultinomialNB-Extra Trees,5,Digits,0.0551024208566108
Perceptron-Linear Discriminant-Quadratic Discriminant-MultinomialNB-Random Forest (10 estimators),5,Digits,0.06012104283054004
Perceptron-Linear Discriminant-Quadratic Discriminant-MultinomialNB-Gradient Boosting,5,Digits,0.0590068280571074
Perceptron-Linear Discriminant-Quadratic Discriminant-Nearest Neighbors-Extra Trees,5,Digits,0.03337368094351335
Perceptron-Linear Discriminant-Quadratic Discriminant-Nearest Neighbors-Random Forest (10 estimators),5,Digits,0.03617628801986344
Perceptron-Linear Discriminant-Quadratic Discriminant-Nearest Neighbors-Gradient Boosting,5,Digits,0.04006207324643079
Perceptron-Linear Discriminant-Quadratic Discriminant-Extra Trees-Random Forest (10 estimators),5,Digits,0.04062693978895096
Perceptron-Linear Discriminant-Quadratic Discriminant-Extra Trees-Gradient Boosting,5,Digits,0.041731843575419
Perceptron-Linear Discriminant-Quadratic Discriminant-Random Forest (10 estimators)-Gradient Boosting,5,Digits,0.05065487274984483
Perceptron-Linear Discriminant-BernoulliNB-MultinomialNB-Nearest Neighbors,5,Digits,0.06789261328367474
Perceptron-Linear Discriminant-BernoulliNB-MultinomialNB-Extra Trees,5,Digits,0.07233705772811919
Perceptron-Linear Discriminant-BernoulliNB-MultinomialNB-Random Forest (10 estimators),5,Digits,0.07791123525760398
Perceptron-Linear Discriminant-BernoulliNB-MultinomialNB-Gradient Boosting,5,Digits,0.07402545003103664
Perceptron-Linear Discriminant-BernoulliNB-Nearest Neighbors-Extra Trees,5,Digits,0.04507448789571695
Perceptron-Linear Discriminant-BernoulliNB-Nearest Neighbors-Random Forest (10 estimators),5,Digits,0.04620111731843574
Perceptron-Linear Discriminant-BernoulliNB-Nearest Neighbors-Gradient Boosting,5,Digits,0.05009310986964619
Perceptron-Linear Discriminant-BernoulliNB-Extra Trees-Random Forest (10 estimators),5,Digits,0.05398820608317815
Perceptron-Linear Discriminant-BernoulliNB-Extra Trees-Gradient Boosting,5,Digits,0.054543761638733715
Perceptron-Linear Discriminant-BernoulliNB-Random Forest (10 estimators)-Gradient Boosting,5,Digits,0.060679702048417127
Perceptron-Linear Discriminant-MultinomialNB-Nearest Neighbors-Extra Trees,5,Digits,0.04396648044692738
Perceptron-Linear Discriminant-MultinomialNB-Nearest Neighbors-Random Forest (10 estimators),5,Digits,0.04731843575418994
Perceptron-Linear Discriminant-MultinomialNB-Nearest Neighbors-Gradient Boosting,5,Digits,0.050651769087523266
Perceptron-Linear Discriminant-MultinomialNB-Extra Trees-Random Forest (10 estimators),5,Digits,0.05288019863438857
Perceptron-Linear Discriminant-MultinomialNB-Extra Trees-Gradient Boosting,5,Digits,0.0517628801986344
Perceptron-Linear Discriminant-MultinomialNB-Random Forest (10 estimators)-Gradient Boosting,5,Digits,0.0595747982619491
Perceptron-Linear Discriminant-Nearest Neighbors-Extra Trees-Random Forest (10 estimators),5,Digits,0.03505276225946617
Perceptron-Linear Discriminant-Nearest Neighbors-Extra Trees-Gradient Boosting,5,Digits,0.036166977032898825
Perceptron-Linear Discriminant-Nearest Neighbors-Random Forest (10 estimators)-Gradient Boosting,5,Digits,0.04118249534450651
Perceptron-Linear Discriminant-Extra Trees-Random Forest (10 estimators)-Gradient Boosting,5,Digits,0.04397268777157045
Perceptron-Quadratic Discriminant-BernoulliNB-MultinomialNB-Nearest Neighbors,5,Digits,0.06454996896337677
Perceptron-Quadratic Discriminant-BernoulliNB-MultinomialNB-Extra Trees,5,Digits,0.06844816883923027
Perceptron-Quadratic Discriminant-BernoulliNB-MultinomialNB-Random Forest (10 estimators),5,Digits,0.07457169459962755
Perceptron-Quadratic Discriminant-BernoulliNB-MultinomialNB-Gradient Boosting,5,Digits,0.07013035381750465
Perceptron-Quadratic Discriminant-BernoulliNB-Nearest Neighbors-Extra Trees,5,Digits,0.03449410304158908
Perceptron-Quadratic Discriminant-BernoulliNB-Nearest Neighbors-Random Forest (10 estimators),5,Digits,0.04452513966480447
Perceptron-Quadratic Discriminant-BernoulliNB-Nearest Neighbors-Gradient Boosting,5,Digits,0.03728119180633147
Perceptron-Quadratic Discriminant-BernoulliNB-Extra Trees-Random Forest (10 estimators),5,Digits,0.04785536933581626
Perceptron-Quadratic Discriminant-BernoulliNB-Extra Trees-Gradient Boosting,5,Digits,0.04339540657976412
Perceptron-Quadratic Discriminant-BernoulliNB-Random Forest (10 estimators)-Gradient Boosting,5,Digits,0.053985102420856614
Perceptron-Quadratic Discriminant-MultinomialNB-Nearest Neighbors-Extra Trees,5,Digits,0.03616387337057728
Perceptron-Quadratic Discriminant-MultinomialNB-Nearest Neighbors-Random Forest (10 estimators),5,Digits,0.04341402855369336
Perceptron-Quadratic Discriminant-MultinomialNB-Nearest Neighbors-Gradient Boosting,5,Digits,0.036166977032898825
Perceptron-Quadratic Discriminant-MultinomialNB-Extra Trees-Random Forest (10 estimators),5,Digits,0.04619490999379268
Perceptron-Quadratic Discriminant-MultinomialNB-Extra Trees-Gradient Boosting,5,Digits,0.041731843575418995
Perceptron-Quadratic Discriminant-MultinomialNB-Random Forest (10 estimators)-Gradient Boosting,5,Digits,0.05288640595903166
Perceptron-Quadratic Discriminant-Nearest Neighbors-Extra Trees-Random Forest (10 estimators),5,Digits,0.028932340161390437
Perceptron-Quadratic Discriminant-Nearest Neighbors-Extra Trees-Gradient Boosting,5,Digits,0.02948168839230292
Perceptron-Quadratic Discriminant-Nearest Neighbors-Random Forest (10 estimators)-Gradient Boosting,5,Digits,0.031166977032898814
Perceptron-Quadratic Discriminant-Extra Trees-Random Forest (10 estimators)-Gradient Boosting,5,Digits,0.03505896958410925
Perceptron-BernoulliNB-MultinomialNB-Nearest Neighbors-Extra Trees,5,Digits,0.04507759155803849
Perceptron-BernoulliNB-MultinomialNB-Nearest Neighbors-Random Forest (10 estimators),5,Digits,0.05621353196772191
Perceptron-BernoulliNB-MultinomialNB-Nearest Neighbors-Gradient Boosting,5,Digits,0.05232464307883302
Perceptron-BernoulliNB-MultinomialNB-Extra Trees-Random Forest (10 estimators),5,Digits,0.05732153941651148
Perceptron-BernoulliNB-MultinomialNB-Extra Trees-Gradient Boosting,5,Digits,0.0545437616387337
Perceptron-BernoulliNB-MultinomialNB-Random Forest (10 estimators)-Gradient Boosting,5,Digits,0.062343265052762255
Perceptron-BernoulliNB-Nearest Neighbors-Extra Trees-Random Forest (10 estimators),5,Digits,0.033944754810676596
Perceptron-BernoulliNB-Nearest Neighbors-Extra Trees-Gradient Boosting,5,Digits,0.03560831781502173
Perceptron-BernoulliNB-Nearest Neighbors-Random Forest (10 estimators)-Gradient Boosting,5,Digits,0.042312228429546864
Perceptron-BernoulliNB-Extra Trees-Random Forest (10 estimators)-Gradient Boosting,5,Digits,0.04787088764742396
Perceptron-MultinomialNB-Nearest Neighbors-Extra Trees-Random Forest (10 estimators),5,Digits,0.03394785847299814
Perceptron-MultinomialNB-Nearest Neighbors-Extra Trees-Gradient Boosting,5,Digits,0.03505586592178771
Perceptron-MultinomialNB-Nearest Neighbors-Random Forest (10 estimators)-Gradient Boosting,5,Digits,0.04287399130974549
Perceptron-MultinomialNB-Extra Trees-Random Forest (10 estimators)-Gradient Boosting,5,Digits,0.04732153941651148
Perceptron-Nearest Neighbors-Extra Trees-Random Forest (10 estimators)-Gradient Boosting,5,Digits,0.028932340161390437
Ridge-SGD-Multi-layer Perceptron-Linear Discriminant-Quadratic Discriminant,5,Digits,0.05622594661700806
Ridge-SGD-Multi-layer Perceptron-Linear Discriminant-BernoulliNB,5,Digits,0.06956548727498449
Ridge-SGD-Multi-layer Perceptron-Linear Discriminant-MultinomialNB,5,Digits,0.06567659838609559
Ridge-SGD-Multi-layer Perceptron-Linear Discriminant-Nearest Neighbors,5,Digits,0.04676288019863438
Ridge-SGD-Multi-layer Perceptron-Linear Discriminant-Extra Trees,5,Digits,0.05009931719428926
Ridge-SGD-Multi-layer Perceptron-Linear Discriminant-Random Forest (10 estimators),5,Digits,0.05678460583488516
Ridge-SGD-Multi-layer Perceptron-Linear Discriminant-Gradient Boosting,5,Digits,0.055667287399130974
Ridge-SGD-Multi-layer Perceptron-Quadratic Discriminant-BernoulliNB,5,Digits,0.0540006207324643
Ridge-SGD-Multi-layer Perceptron-Quadratic Discriminant-MultinomialNB,5,Digits,0.05233395406579764
Ridge-SGD-Multi-layer Perceptron-Quadratic Discriminant-Nearest Neighbors,5,Digits,0.03394785847299813
Ridge-SGD-Multi-layer Perceptron-Quadratic Discriminant-Extra Trees,5,Digits,0.037290502793296085
Ridge-SGD-Multi-layer Perceptron-Quadratic Discriminant-Random Forest (10 estimators),5,Digits,0.039518932340161385
Ridge-SGD-Multi-layer Perceptron-Quadratic Discriminant-Gradient Boosting,5,Digits,0.04397268777157044
Ridge-SGD-Multi-layer Perceptron-BernoulliNB-MultinomialNB,5,Digits,0.06957169459962756
Ridge-SGD-Multi-layer Perceptron-BernoulliNB-Nearest Neighbors,5,Digits,0.04564866542520173
Ridge-SGD-Multi-layer Perceptron-BernoulliNB-Extra Trees,5,Digits,0.048978895096213525
Ridge-SGD-Multi-layer Perceptron-BernoulliNB-Random Forest (10 estimators),5,Digits,0.052324643078833014
Ridge-SGD-Multi-layer Perceptron-BernoulliNB-Gradient Boosting,5,Digits,0.052327746741154556
Ridge-SGD-Multi-layer Perceptron-MultinomialNB-Nearest Neighbors,5,Digits,0.04175356921166977
Ridge-SGD-Multi-layer Perceptron-MultinomialNB-Extra Trees,5,Digits,0.04731222842954687
Ridge-SGD-Multi-layer Perceptron-MultinomialNB-Random Forest (10 estimators),5,Digits,0.04898820608317815
Ridge-SGD-Multi-layer Perceptron-MultinomialNB-Gradient Boosting,5,Digits,0.05066418373680944
Ridge-SGD-Multi-layer Perceptron-Nearest Neighbors-Extra Trees,5,Digits,0.031716325263811296
Ridge-SGD-Multi-layer Perceptron-Nearest Neighbors-Random Forest (10 estimators),5,Digits,0.03395406579764122
Ridge-SGD-Multi-layer Perceptron-Nearest Neighbors-Gradient Boosting,5,Digits,0.03450651769087523
Ridge-SGD-Multi-layer Perceptron-Extra Trees-Random Forest (10 estimators),5,Digits,0.04006828057107386
Ridge-SGD-Multi-layer Perceptron-Extra Trees-Gradient Boosting,5,Digits,0.037846058348851644
Ridge-SGD-Multi-layer Perceptron-Random Forest (10 estimators)-Gradient Boosting,5,Digits,0.04230291744258224
Ridge-SGD-Linear Discriminant-Quadratic Discriminant-BernoulliNB,5,Digits,0.0729143389199255
Ridge-SGD-Linear Discriminant-Quadratic Discriminant-MultinomialNB,5,Digits,0.06735567970204841
Ridge-SGD-Linear Discriminant-Quadratic Discriminant-Nearest Neighbors,5,Digits,0.047327746741154565
Ridge-SGD-Linear Discriminant-Quadratic Discriminant-Extra Trees,5,Digits,0.05288640595903166
Ridge-SGD-Linear Discriminant-Quadratic Discriminant-Random Forest (10 estimators),5,Digits,0.060682805710738676
Ridge-SGD-Linear Discriminant-Quadratic Discriminant-Gradient Boosting,5,Digits,0.06012725015518312
Ridge-SGD-Linear Discriminant-BernoulliNB-MultinomialNB,5,Digits,0.08069832402234636
Ridge-SGD-Linear Discriminant-BernoulliNB-Nearest Neighbors,5,Digits,0.0634481688392303
Ridge-SGD-Linear Discriminant-BernoulliNB-Extra Trees,5,Digits,0.06900372439478585
Ridge-SGD-Linear Discriminant-BernoulliNB-Random Forest (10 estimators),5,Digits,0.0701272501551831
Ridge-SGD-Linear Discriminant-BernoulliNB-Gradient Boosting,5,Digits,0.07458410924891372
Ridge-SGD-Linear Discriminant-MultinomialNB-Nearest Neighbors,5,Digits,0.05845127250155183
Ridge-SGD-Linear Discriminant-MultinomialNB-Extra Trees,5,Digits,0.06400682805710736
Ridge-SGD-Linear Discriminant-MultinomialNB-Random Forest (10 estimators),5,Digits,0.06902545003103662
Ridge-SGD-Linear Discriminant-MultinomialNB-Gradient Boosting,5,Digits,0.06958410924891371
Ridge-SGD-Linear Discriminant-Nearest Neighbors-Extra Trees,5,Digits,0.043975791433891985
Ridge-SGD-Linear Discriminant-Nearest Neighbors-Random Forest (10 estimators),5,Digits,0.04899441340782122
Ridge-SGD-Linear Discriminant-Nearest Neighbors-Gradient Boosting,5,Digits,0.04954376163873371
Ridge-SGD-Linear Discriminant-Extra Trees-Random Forest (10 estimators),5,Digits,0.05455617628801986
Ridge-SGD-Linear Discriminant-Extra Trees-Gradient Boosting,5,Digits,0.0512135319677219
Ridge-SGD-Linear Discriminant-Random Forest (10 estimators)-Gradient Boosting,5,Digits,0.059571694599627564
Ridge-SGD-Quadratic Discriminant-BernoulliNB-MultinomialNB,5,Digits,0.0768032278088144
Ridge-SGD-Quadratic Discriminant-BernoulliNB-Nearest Neighbors,5,Digits,0.048435754189944134
Ridge-SGD-Quadratic Discriminant-BernoulliNB-Extra Trees,5,Digits,0.05455617628801986
Ridge-SGD-Quadratic Discriminant-BernoulliNB-Random Forest (10 estimators),5,Digits,0.06179081315952824
Ridge-SGD-Quadratic Discriminant-BernoulliNB-Gradient Boosting,5,Digits,0.05734326505276226
Ridge-SGD-Quadratic Discriminant-MultinomialNB-Nearest Neighbors,5,Digits,0.04843885785226568
Ridge-SGD-Quadratic Discriminant-MultinomialNB-Extra Trees,5,Digits,0.052327746741154556
Ridge-SGD-Quadratic Discriminant-MultinomialNB-Random Forest (10 estimators),5,Digits,0.05790192427063935
Ridge-SGD-Quadratic Discriminant-MultinomialNB-Gradient Boosting,5,Digits,0.055121042830540035
Ridge-SGD-Quadratic Discriminant-Nearest Neighbors-Extra Trees,5,Digits,0.031160769708255744
Ridge-SGD-Quadratic Discriminant-Nearest Neighbors-Random Forest (10 estimators),5,Digits,0.03284605834885164
Ridge-SGD-Quadratic Discriminant-Nearest Neighbors-Gradient Boosting,5,Digits,0.035630043451272506
Ridge-SGD-Quadratic Discriminant-Extra Trees-Random Forest (10 estimators),5,Digits,0.037855369335816264
Ridge-SGD-Quadratic Discriminant-Extra Trees-Gradient Boosting,5,Digits,0.03951893234016139
Ridge-SGD-Quadratic Discriminant-Random Forest (10 estimators)-Gradient Boosting,5,Digits,0.04397889509621352
Ridge-SGD-BernoulliNB-MultinomialNB-Nearest Neighbors,5,Digits,0.06400993171942893
Ridge-SGD-BernoulliNB-MultinomialNB-Extra Trees,5,Digits,0.06789882060831783
Ridge-SGD-BernoulliNB-MultinomialNB-Random Forest (10 estimators),5,Digits,0.07513656114214776
Ridge-SGD-BernoulliNB-MultinomialNB-Gradient Boosting,5,Digits,0.07013656114214772
Ridge-SGD-BernoulliNB-Nearest Neighbors-Extra Trees,5,Digits,0.042312228429546864
Ridge-SGD-BernoulliNB-Nearest Neighbors-Random Forest (10 estimators),5,Digits,0.04844196151458721
Ridge-SGD-BernoulliNB-Nearest Neighbors-Gradient Boosting,5,Digits,0.04565797641216636
Ridge-SGD-BernoulliNB-Extra Trees-Random Forest (10 estimators),5,Digits,0.05010552451893234
Ridge-SGD-BernoulliNB-Extra Trees-Gradient Boosting,5,Digits,0.050664183736809434
Ridge-SGD-BernoulliNB-Random Forest (10 estimators)-Gradient Boosting,5,Digits,0.05456548727498448
Ridge-SGD-MultinomialNB-Nearest Neighbors-Extra Trees,5,Digits,0.04063625077591558
Ridge-SGD-MultinomialNB-Nearest Neighbors-Random Forest (10 estimators),5,Digits,0.04509310986964619
Ridge-SGD-MultinomialNB-Nearest Neighbors-Gradient Boosting,5,Digits,0.04509931719428926
Ridge-SGD-MultinomialNB-Extra Trees-Random Forest (10 estimators),5,Digits,0.04731843575418994
Ridge-SGD-MultinomialNB-Extra Trees-Gradient Boosting,5,Digits,0.04788019863438857
Ridge-SGD-MultinomialNB-Random Forest (10 estimators)-Gradient Boosting,5,Digits,0.05234636871508379
Ridge-SGD-Nearest Neighbors-Extra Trees-Random Forest (10 estimators),5,Digits,0.03173184357541899
Ridge-SGD-Nearest Neighbors-Extra Trees-Gradient Boosting,5,Digits,0.03283364369956549
Ridge-SGD-Nearest Neighbors-Random Forest (10 estimators)-Gradient Boosting,5,Digits,0.03507759155803848
Ridge-SGD-Extra Trees-Random Forest (10 estimators)-Gradient Boosting,5,Digits,0.040639354438237116
Ridge-Multi-layer Perceptron-Linear Discriminant-Quadratic Discriminant-BernoulliNB,5,Digits,0.06567970204841712
Ridge-Multi-layer Perceptron-Linear Discriminant-Quadratic Discriminant-MultinomialNB,5,Digits,0.06122594661700805
Ridge-Multi-layer Perceptron-Linear Discriminant-Quadratic Discriminant-Nearest Neighbors,5,Digits,0.037281191806331465
Ridge-Multi-layer Perceptron-Linear Discriminant-Quadratic Discriminant-Extra Trees,5,Digits,0.042293606455617624
Ridge-Multi-layer Perceptron-Linear Discriminant-Quadratic Discriminant-Random Forest (10 estimators),5,Digits,0.044528243327126
Ridge-Multi-layer Perceptron-Linear Discriminant-Quadratic Discriminant-Gradient Boosting,5,Digits,0.049528243327126006
Ridge-Multi-layer Perceptron-Linear Discriminant-BernoulliNB-MultinomialNB,5,Digits,0.07679702048417132
Ridge-Multi-layer Perceptron-Linear Discriminant-BernoulliNB-Nearest Neighbors,5,Digits,0.05954996896337679
Ridge-Multi-layer Perceptron-Linear Discriminant-BernoulliNB-Extra Trees,5,Digits,0.06566108007448788
Ridge-Multi-layer Perceptron-Linear Discriminant-BernoulliNB-Random Forest (10 estimators),5,Digits,0.06734016139044073
Ridge-Multi-layer Perceptron-Linear Discriminant-BernoulliNB-Gradient Boosting,5,Digits,0.06845127250155184
Ridge-Multi-layer Perceptron-Linear Discriminant-MultinomialNB-Nearest Neighbors,5,Digits,0.05342644320297951
Ridge-Multi-layer Perceptron-Linear Discriminant-MultinomialNB-Extra Trees,5,Digits,0.0589851024208566
Ridge-Multi-layer Perceptron-Linear Discriminant-MultinomialNB-Random Forest (10 estimators),5,Digits,0.061781502172563604
Ridge-Multi-layer Perceptron-Linear Discriminant-MultinomialNB-Gradient Boosting,5,Digits,0.06288640595903165
Ridge-Multi-layer Perceptron-Linear Discriminant-Nearest Neighbors-Extra Trees,5,Digits,0.0333860955927995
Ridge-Multi-layer Perceptron-Linear Discriminant-Nearest Neighbors-Random Forest (10 estimators),5,Digits,0.036182495344506516
Ridge-Multi-layer Perceptron-Linear Discriminant-Nearest Neighbors-Gradient Boosting,5,Digits,0.03895096213531968
Ridge-Multi-layer Perceptron-Linear Discriminant-Extra Trees-Random Forest (10 estimators),5,Digits,0.042855369335816254
Ridge-Multi-layer Perceptron-Linear Discriminant-Extra Trees-Gradient Boosting,5,Digits,0.04117939168218497
Ridge-Multi-layer Perceptron-Linear Discriminant-Random Forest (10 estimators)-Gradient Boosting,5,Digits,0.048978895096213525
Ridge-Multi-layer Perceptron-Quadratic Discriminant-BernoulliNB-MultinomialNB,5,Digits,0.06844196151458722
Ridge-Multi-layer Perceptron-Quadratic Discriminant-BernoulliNB-Nearest Neighbors,5,Digits,0.04006828057107387
Ridge-Multi-layer Perceptron-Quadratic Discriminant-BernoulliNB-Extra Trees,5,Digits,0.045630043451272494
Ridge-Multi-layer Perceptron-Quadratic Discriminant-BernoulliNB-Random Forest (10 estimators),5,Digits,0.05287088764742396
